阿	至亲
阿爸	叔父
阿伯	老父
阿伯	伯父
阿爹	爸爸
阿兄	弟弟
阿哥	哥哥
安	啊	安?!他真是小冯?	(仔细打量)
安	哼	谁同意你捐的，安?你怎么不把书包也捐了?
提劲打靶	逞英雄	睦仁弟在公共场所～滋事生非辱骂群众欧打民警。出入于那个地方的人们绝大多数是穷苦老百姓也不乏～的袍哥、流氓。
提口袋	领头人	据说章仲仁正忙着搞业余教育是两三家补习学校的筹办人人称~也者。
提萝卜缨儿	抓把柄	她丈夫胡嫖乱赌被人提了萝卜缨儿。
提谈	谈论	除开上面的一些零碎情形我们镇上便没有值得～的了。
提提	量具
提线子	幕后策划者	你莫到了紧火关头上把老人供出来说成是你们背后～的人吧!
提虚劲	虚张声势	姓郑的意思好像我王庆三提了虚劲冲了壳子!
提子	量具	她把酒杯里里外外擦了又擦然后才拿起慈竹做的～给锡壶里打酒。
蹄壳儿	蹄子	一大一小两头水牯牛脑壳抵脑壳正斗得难分难解八支～踢得草皮乱飞。
蹄膀	蹄膀
体	似	真的像你双眼皮、楞鼻梁多乖的活~你的样子。
体份=儿	体面	她穿得好～!
体气	体质	这是一个略带土气的肥大绅士～很好以能够一气啖光一只清炖猪膀出名。
体子	体质	这一年我～也不行了我自己晓得。
剃窜脸胡	碰硬	他那窜脸胡硬不好剃哩!
剃光头儿	惨败	昨晚黑的一场球我们厂又遭剃了光头。
剃毛子	欺骗	能够叫罗歪嘴剃了毛子连什么都甘愿写纸画押的人谅他不敢翻悔!剃又作提。
剃头厂子	理发店
替槽猪	猪	叫他写信给春笋让他寄点钱回来买~。
天	鲁莽	那个人～得很你不要惹他!
天坝	空地
天棒	庸人	他知道这是一批来头不小的～既不敢怠慢、又怕他们滋事摆豪。
天棒槌儿	庸人	他自留地的莲花白正长得嫩闪闪的工作组叫了几个～来活生生给全部铲掉了。
天干	穷苦	这几天正当～哪个陪你进馆子?
天红地绿	天翻地覆	敢在生产队闹得～的扯筋客、二杆子都跟他有了不同程度的交好。
天康坝	空地
天老爷	老天爷
天理良心	天良	说句～话我以前对于铁路国有政策还不大清楚。
天鹅蛋	食用菌
天说地说	闲扯	一天吃饱了饭莫事干～的!
天王老子	天王	看你把～叫来我也不睬你。
天晓得	天晓得	～他那些题是从哪里找来的那么难做。|～呀这种事我没做呀!
天远地远	遥远	只要你手杆好好的你可以跑得～去咄!
添言搭语	附和	那次该是她在劝业会亲口约你的我该没有～啦?
添盐搭醋	添油加醋	其余诸人随声附和~则有之。
田坝	田野
田壁	田埂	哑女铲～早过了界大半截又高又粗糙的田背壁被她打整得光光生生的了。
田坎	田埂
甜烧白	菜肴
填炮眼	枪毙	有的骂张剥皮千刀万剐有的骂郢启文该～。
舔肥	拍马屁	他怕人家说他～他倒是主动和杨玉元疏远了。
舔饿肥	拍马屁	人家男人是区干部还愁没人～?
舔屁股	拍马屁	说清楚我并非故意舔你屁股因你上路是为了同志会的事。
舔贴	巴结	王金生被撤销了养鱼员之职让一个不会养鱼却精于~的人接替了他的工作。
挑担	连襟	~者同胞姐妹各自的丈夫也。此出何典不得而知。
挑脚	挑夫	事务员上街去买了几担柴禾雇个～挑回来。
挑脚	运送	这天夜里最活跃、也最吸引听众的是刚从成都为人～回来的二麻哥。
挑力	挑夫	她经常坐在茅屋的门槛上等待那些～和背佚们前来投宿。
挑桃儿	担子
挑箱	箱子
挑眼	挑刺儿	今天这位视察委员怎么东张四望像专门～的样子呢?
挑子	担	每个人的肩上都压着一根～。
挑子客	车夫
条声吆吆	悠悠	挑牙虫的下江妇女那～的喊声某些息牙病的人听来简直是悦耳的福音。
条条儿	纸条
条子	枝条	那连长曾经辱骂过祖母一顿声言要抽她的蠹麻～。
条子	条状	玉兰片及鲜菜也切成同样的～。
条子	纸条	同志会哩我也学会了一些吆嚼一声大家拍阵巴掌在团防属门口贴他妈一张同志会～就完啦。
调摆	调理	张妈帮过多少大公馆伺候过多少姨太太由她～出来据说才讨得路大人的欢喜。
掉	更换	她只说云集栈的东西吃厌了要～个地方。
跳礅	石头块
跳端公	跳神	那棵黄桷树长得特别茂盛好几个～的都说那树下面的董家这几年只怕要发了。
跳端公	装神弄鬼	“你这小畜牲公然在我面前跳起端公来了!”“哎哟!爹我跳什么端公来的?”
跳格	跳房子
跳拱	游戏
跳井	自杀	前天晚上她就～说她手里还死死的抱着她那三岁多的娃娃咧!
跳乱坛儿	打杂	我在那里只不过是个～的角色。
跳梭梭	活蹦乱跳	头天挑回的五十只～的鸡娃第二天遇到寒潮接连死脱了五只
跳颤	活蹦乱跳	他家有一座鸡馆殿楼上楼下几大间。京白、来杭多~。
跳颤	虚张声势	他那个人很~啥事都要出头显示一番!
贴	巴结	邱福兴越发成为一众田佃们的眼中钉便越发把郝家～得死紧。
贴起	紧跟	邱二爸昂首突肚地走在前面身后一左一右两个下手跟他～。
贴起	支持	他们想吃欺头于是去鼓动那个王三拐叫他大胆些不要怕事有他两个～呢。
贴肉	贴心	队长派的人总没有自己儿子那么~。
贴心	亲信	几个张秋珍的～聚集在她的周围为她敲边鼓干起哄也是在火上加油。
贴心逗伴	亲信	我们这十多营巡防队伍大家都认为是赵大帅的～。
铁戳子	剔骨刀
铁实	结实	这根木棒棒很～。
听壁脚	偷听	薇薇从来没有听人家壁脚的习惯但今天不知怎么的脚步竟自动跟上去了。又说听壁根脚。
听墙根儿	偷听	我看见的妈妈在那儿～!|叫唤些啥!你怕丫头老婆子不来听我们的墙根儿吗?又说听墙脚。
听说	听话	娃儿大了不～。
听说听教	听话	在魏少生的心目中易甫言是他的车工班长生产骨干一个～的人从来没有见他发过脾气。
听水响	做事	直到背过身时这才很不连贯地嘟哝了一句	“我们是～的啦。”
停食	消化不良	吃点淡薄牛乳都会～。
停食货	废品	原来都是些～人家择剩不要的
挺	捅	你怕是平常么苟得连棍棒都～不出一个钱来!
挺	取下	～牙齿|床刚～了就来客真不是时候。
挺尸	睡觉	哪家没吃过早饭快的要烧响午火了两个杂种还在床上~哩。
挺仗	剔骨刀
拖	抢夺	一把~过他手中的棍子。
拖	转移	到温江一探听说是吴二大王的队伍前好多天便～往别处击了。
拖	组建	兄弟这次回来是要~点队伍。
拖	抓	～一营人是一个营长，～一连人就是个连长。
拖	写	我先～一个稿子你再改。|饶介卿～的那些同志军匪首的名单你们可曾看见过?
拖板儿鞋	拖鞋
拖斗	累赘	那时哼哈二将恐怕早已分家养口带了~。
拖翻	拖把	这人长而枯瘦没有胡子褴褛得恰像一只洗过很多地	板的～一样。
拖懒杆子	乞讨	你就～我都不管!|像这样吃下去我倒要拖几天懒杆子!
拖帕	墩布
拖声拉气	拖腔	不知为啥一听到这～的山歌董康的心倒一下子平和了下来。
拖衣落薄	一贫如洗	难道愿意你们的女儿受穷受困~吗?又说拖衣落食。
拖衣落食	一贫如洗
拖油瓶	拖油瓶	因为在二婚嫂面前而又拖了个油瓶大家的话都说得很谨慎。
沱	河湾	巴河像川江的不少小支流一样一滩一～十曲九弯。是～的地方河水回流水深浪平。小渔船悠悠漂出桃花~。
坨	坨	有这么一个称号就好比脸上涂了一～墨挺不光彩。|案板上放着一~精瘦的牛肉。
坨坨	坨	纸～|线～|灰面~|围成一～。三江虽不大可也有好多个这样的小～叫它山头儿也好小宗派也好反正它们确实存在。
砣子	拳头
驼背	人民币	十块是杠子五块是~嘛。
脱	掉落	你的差事该不会～罢?|你们小孩儿子要参什么政?不怕人家笑~牙齿吗?|你们只朝伍平身上一推还怕说不~吗?
脱不倒爪爪	牵涉	你就记不倒四清那阵你～的时候了么?龙云看势头是～计上心来下条子给宪兵司令部叫将绥署高参孟治仁逮捕法办。
脱另	另外
脱手	摆脱	司马二哥认为卓寡妇要想～首先得搞倒那老光棍。
脱体	痊愈	大先生你的病像还没有十分～得再好生将息一下。
亸	下垂	裙子～到地上了
亸神	流氓	别个男人像男人我的男人像～。|如果碰到军人或者～那才遭殃!
亸眼皮	不闻不问	队长作难了
通	全部	衣裳滚皱了发辫滚毛了～不管。|接着走上沟来把棉袄夹裤～脱了里面只穿了一件又小又短的布汗衣下面是光屁股。
通方	通情达理	你时常骂我老古板不~。
通方圆	通情达理	虽然这两兄弟具有同一性情口快心直不～经过七八年的世途磨炼这哥哥已经很能够自制了。
通另	另外	大众～公举了一位总指挥。又作脱另
通挪	借贷	他的钱哪里去了?弟兄伙的～不说了其次是吃了再次是嫖了。
通皮	拉关系	有力量的还须要~还须要有点势力那才能把我们保护得住。
通泰	通畅	烟杆儿塞倒了不～。
通泰	开明	那个掌管家庭的富裕农民思想绝不那么容易就～的。
通泰	舒畅	陈兴泰也开了洋荤果然香气不凡顿觉周身～。
同堆	一起	幺姑我们再不能～做活路。
桐子树	桐树
筒	段	讲哩倒也是牛高马壮一～柴了!他们说我这么大一～二三十岁还当童子军。
筒筒	筒	他衔着一根巴掌长的竹～烟杆。
筒筒骨	股骨
童子鸡	童子鸡
统	兜揽	于是买了些盐米提起围腰～着颤颤地回家去。
桶箍儿	戒指
桶桶	桶
桶子	马桶
桶子匠	车夫
痛	非常	瘟得～|霉得～。
痛木	悲痛欲绝	小张看小马一点也不懂窍真是~了。|冬儿妈听见冬儿凄惨的哭叫声心已～了痛楚极了。
偷儿	贼
偷奸躲懒	偷懒	他有一把气力就是爱～。
偷奸耍滑	耍滑头	跟这样的人做事你好意思～呀?
偷冷饭	作曲
偷青	祈福	偷青吃了一年清吉平安。
偷人	偷情	员外他在庙内偷你的鸡带回家去只怕要偷你屋头的人啊。
偷油婆	蟑螂	
头	里层	没得钱的人少在我堂屋~摆架子!
头回	先前	县委扩大会上青剑同志对这个问题也反复强调了好几次。
……头……脑	之	宝～宝～|慈~慧～|苟～苟～怪～怪～|哈~哈～。
头炮	烟花
头前	以前	~的主根本就不要我走。
头数	旨在	本乡吴家大姓中有好些个青年都一心想要讨她作老婆其中最积极的～一个人这个人不是别人正是我们的吴老太爷。|在全区干部中～冷丰标文化水平高。
头头	根茎	甘蔗～|萝~|“你们连莴笋叶叶都舍不得丢!”“小菜好贵哟还敢尽吃～?”
头子	话语	打～|挨～|胖豆芽挨了这一个～心想	“哎哟!鬼老头你害得我好惨呀!”
头子	剩饭	谷～|麦～|挂面～。
投	符合	～得拢数|人数～不起。
投到	报到	不论是陆军是巡防军速速到制台衙门～受抚。要是带着财喜去～是否不理抹他们的财喜?
抖	揍	你小子咋搞的?看我～你的排骨!
抖	踢	～你一脚看你龟儿还歪不歪?
抖	吐	～了一口气。
抖包包	抖	包包衣服上的口袋。~把藏着的东西全部倒出比喻说话无保留	我说完了呀!说完了呀|对!你把啥子话都～讲出来吧我好把它们用箩筐装起。
抖不圆	含糊	深川在愤怒的中国人面前浑身筛糠话也～。
抖伸	抖落	吴凤梧急忙站起把衣摆～彼此一揖到地。
抖伸	讲	他今天不把话～没他松活的。
抖架子	摆架子	这也由于对方能够平等待人不像眼镜之类的干部那样爱～!
抖倯	馋	好像八辈子没吃过一样做起一副～样子。
抖倯	寒酸	那阵嫌他穷穿得太～我还挖苦他卖过吹火简。
抖堂	全部	他的家具～是新的
投	开启	看门老头笨手笨脚地慢慢~开牛尾锁把一扇门扇呀开了尺把宽一道口子。|锁儿不～自开事情解决得如此利索。
透底	下面
透脚	下面
突头突脑	突然	这～插话的是霍干人而接着他就干咳两声住嘴了。突又作秃。
突坐	跌坐	有的把手里拿着的标语和传单通统抛弃了有的骇得在地上打了一～。
土	旱地	我家一共有八亩田两亩二分～。
土巴	土块	两三辈人～都没一块搞土地改革跟大家一样田也有了地也有了。
土巴碗	碗
土蚕	昆虫
土狗儿	蝼蛄
土瓜	地瓜
土老财	老财	只要卡住大地头蛇的七寸邓锡侯、刘文辉这些～就翻不了天。
土老肥	老财	他们所抢的人大概是乡下的所谓～一钱如命的恶地主。
土苕	土里土气	那样～就晓得看女人。
土碗	碗
土籽籽	雀斑
吐臭蛆	胡说八道	不许你们～!又说吐蛆。
兔儿	兔子
团	聚集	他还经常把班上的战友～在一堆给大家读报纸。
团年	吃饭	今天~大家早点回家吧。
团转	周围	这时又来了七八个人围在～看热闹。|他斜起眼睛～张望了一下。
抟	巴结	三儿真厉害公然把蔡掌柜娘~上了!
推光头儿	惨败
推口	推托	大家都选你你就不要~了。
推口话	托辞	她实在不想干只好找些～来说
推屎爬	蜣螂
腿杆	腿
腿腿儿	鸡腿	腿鸡～|鹅～|她的~太细像干柴棍儿。
腿子	腿	他向我递眼色又用～靠我。
退包袱	退回	你要我们~吗?
退包袱	推辞	你答应得好好的咋个又要～?
退神光	挫辱	姚满风的确厉害她故意摆出乡党委书记身份居高临下势如暴风骤雨地把那老女人狠狠刮了一顿胡子退了神光。
挖锄	锄头
挖耳子	指甲剪
挖挖苦苦	刻薄	再难得看见她发过脾气也没见她~地破口骂过人。
挖抓	龌龊	这地下稀～脚都下不去!
娃儿	孩儿	这~硬还有点板眼呢!
娃娃	孩儿	此刻使我顶感趣味的就是那个野～。
挖窖	习俗	我很早的便起来了父亲和母亲都还在～。挖
袜船	袜子
瓦瓷子	碎片
瓦角子	椽子
瓦沟	排水沟
搲	舀出	~一调羹儿盐
